AT1G47840	Hxk3	K00844
AT1G50460	Hkl1	K00844
AT2G19860	Hxk2	K00844	502
AT3G20040	AthXk4	K00844
AT4G29130	Hxk1	K00844	496
AT4G37840	Hkl3	K00844
AT4G24620	Pgi1	K01810	613
AT2G22480	Pfk5	K00850	537
AT4G26270	Pfk3	K00850	489
AT4G29220	Pfk1	K00850	473
AT4G32840	Pfk6	K00850	462
AT5G47810	Pfk2	K00850	444
AT5G56630	Pfk7	K00850	485
AT5G61580	Pfk4	K00850	530
AT2G21170	Tim	K01803	315
AT3G55440	Tpi	K01803
AT1G13440	GapC2	K00134	338
AT1G16300	GapCp-2	K00134	420
AT3G04120	GapC1	K00134
AT1G79550	Pgk	K00927	401
AT3G12780	Pgk1	K00927	481
AT2G36530	Los2	K01689	444
AT1G32440	Pkp3	K00873	571
AT3G22960	Pkp-alpha	K00873	596
AT1G24180	Iar4	K00161	393
AT5G50850	Mab1	K00162
AT3G52200	Lta3	K00627	713
AT1G48030	MtlPd1	K00382
AT3G16950	Lpd1	K00382	623
AT3G17240	MtlPd2	K00382
AT5G01330	Pdc3	K01568	592
AT5G54960	Pdc2	K01568	607
AT5G43940	Hot5	K00121	391
AT1G77120	Adh1	K00001	379
AT1G23800	AldH2b7	K00128	534
AT5G51820	Pgm	K01835	623
AT2G24270	AldH11a3	K00131	503
AT4G37870	Pck1	K01610
AT5G65690	Pck2	K01610	670
AT2G42790	Csy3	K01647	509
AT2G44350	AtcS	K01647
AT3G58740	Csy1	K01647	480
AT3G58750	Csy2	K01647	514
AT3G60100	Csy5	K01647	464
AT1G09430	AclA-3	K01648	424
AT1G10670	AclA-1	K01648	443
AT1G60810	AclA-2	K01648	423
AT3G06650	AclB-1	K01648	608
AT5G49460	AclB-2	K01648	608
AT1G54340	IcdH	K00031	416
AT2G17130	Idh2	K00030	367
AT4G35260	Idh1	K00030	367
AT1G48030	MtlPd1	K00382
AT3G16950	Lpd1	K00382	623
AT3G17240	MtlPd2	K00382
AT2G18450	Sdh1-2	K00234	632
AT5G66760	Sdh1-1	K00234	634
AT3G27380	Sdh2-1	K00235	279
AT5G40650	Sdh2-2	K00235	280
AT5G65165	Sdh2-3	K00235	309
AT2G47510	Fum1	K01679	492
AT2G22780	PmdH1	K00026
AT3G47520	Mdh	K00026
AT5G09660	PmdH2	K00026	363
AT4G37870	Pck1	K01610
AT5G65690	Pck2	K01610	670
AT1G24180	Iar4	K00161	393
AT5G50850	Mab1	K00162
AT3G52200	Lta3	K00627	713
AT4G24620	Pgi1	K01810	613
AT1G09420	G6pD4	K00036	635
AT1G24280	G6pD3	K00036
AT3G27300	G6pD5	K00036
AT5G13110	G6pD2	K00036
AT5G35790	G6pD1	K00036
AT5G40760	G6pD6	K00036
AT5G61410	Rpe	K01783	281
AT1G71100	Rsw10	K01807	267
AT5G51820	Pgm	K01835	623
AT2G22480	Pfk5	K00850	537
AT4G26270	Pfk3	K00850	489
AT4G29220	Pfk1	K00850	473
AT4G32840	Pfk6	K00850	462
AT5G47810	Pfk2	K00850	444
AT5G56630	Pfk7	K00850	485
AT5G61580	Pfk4	K00850	530
AT1G53830	AtpMe2	K01051
AT2G47030	VgdH1	K01051	588
AT3G29090	Pme31	K01051	317
AT1G02790	Pga4	K01213
AT1G26570	Ugd1	K00012	481
AT3G03250	Ugp	K00963
AT5G61410	Rpe	K01783	281
AT1G23800	AldH2b7	K00128	534
AT1G67070	Din9	K01809	441
AT3G02570	Mee31	K01809	432
AT2G45790	Pmm	K01840	246
AT2G39770	Cyt1	K00971	361
AT3G51160	Mur1	K01711	373
AT5G66280	Gmd1	K01711	361
AT1G17890	Ger2	K02377	328
AT1G73250	Ger1	K02377	585
AT1G47840	Hxk3	K00844
AT1G50460	Hkl1	K00844
AT2G19860	Hxk2	K00844	502
AT3G20040	AthXk4	K00844
AT4G29130	Hxk1	K00844	496
AT4G37840	Hkl3	K00844
AT2G22480	Pfk5	K00850	537
AT4G26270	Pfk3	K00850	489
AT4G29220	Pfk1	K00850	473
AT4G32840	Pfk6	K00850	462
AT5G47810	Pfk2	K00850	444
AT5G56630	Pfk7	K00850	485
AT5G61580	Pfk4	K00850	530
AT4G04040	Mee51	K00895	569
AT1G07110	F2kP	K00900	745
AT2G21170	Tim	K01803	315
AT3G55440	Tpi	K01803
AT3G06580	GalK	K00849	496
AT1G12780	Uge1	K01784
AT1G63180	Uge3	K01784	351
AT1G64440	Rhd1	K01784	348
AT4G10960	Uge5	K01784
AT4G23920	Uge2	K01784
AT3G03250	Ugp	K00963
AT5G51820	Pgm	K01835	623
AT1G47840	Hxk3	K00844
AT1G50460	Hkl1	K00844
AT2G19860	Hxk2	K00844	502
AT3G20040	AthXk4	K00844
AT4G29130	Hxk1	K00844	496
AT4G37840	Hkl3	K00844
AT3G52840	BgaL2	K01190	727
AT1G72990	BgaL17	K12309	697
AT2G22480	Pfk5	K00850	537
AT4G26270	Pfk3	K00850	489
AT4G29220	Pfk1	K00850	473
AT4G32840	Pfk6	K00850	462
AT5G47810	Pfk2	K00850	444
AT5G56630	Pfk7	K00850	485
AT5G61580	Pfk4	K00850	530
AT3G13790	AtbFruct1	K01193	581
AT5G40390	Sip1	K06611	754
AT1G26570	Ugd1	K00012	481
AT1G14520	MioX1	K00469	311
AT2G19800	MioX2	K00469	317
AT4G26260	MioX4	K00469	317
AT5G56640	MioX5	K00469	314
AT5G28840	Gme	K10046
AT4G26850	Vtc2	K14190	442
AT5G55120	Vtc5	K14190	431
AT3G02870	Vtc4	K10047	271
AT3G47930	AtgLdh	K00225
AT3G09940	MdhAr	K08232	433
AT3G27820	MdaR4	K08232
AT3G52880	AtmDar1	K08232
AT5G03630	AtmDar2	K08232
AT1G55570	Sks12	K00423	555
AT1G07890	Apx1	K00434	250
AT1G77490	TapX	K00434
AT3G09640	Apx2	K00434	251
AT4G08390	SapX	K00434	371
AT4G09010	Apx4	K00434	349
AT4G32320	Apx6	K00434	329
AT4G35000	Apx3	K00434	287
AT4G35970	Apx5	K00434	279
AT1G23800	AldH2b7	K00128	534
AT3G13790	AtbFruct1	K01193	581
AT4G10120	AtsPs4f	K00696
AT1G73370	Sus6	K00695	942
AT3G43190	Sus4	K00695	808
AT4G02280	Sus3	K00695	809
AT5G20830	Sus1	K00695	1909
AT5G49190	Sus2	K00695	2359
AT3G57260	Bgl2	K01199	165
AT1G26560	BglU40	K01188	510
AT2G44450	BglU15	K01188	506
AT2G44480	BglU17	K01188	517
AT5G42260	BglU12	K01188	507
AT5G44640	BglU13	K01188	507
AT1G02640	Bxl2	K05349	768
AT1G61820	BglU46	K05350	516
AT3G18080	BglU44	K05350	512
AT1G06410	AttPs7	K00697
AT1G16980	AttPs2	K00697
AT1G17000	AttPs3	K00697
AT1G68020	AttPs6	K00697
AT1G78580	AttPs1	K00697
AT4G27550	AttPs4	K00697
AT4G24040	Tre1	K01194	626
AT1G26570	Ugd1	K00012	481
AT1G02730	AtcSld5	K00770
AT1G02000	Gae2	K08679	434
AT2G45310	Gae4	K08679	437
AT3G23820	Gae6	K08679	460
AT4G00110	Gae3	K08679	430
AT4G12250	Gae5	K08679	436
AT4G30440	Gae1	K08679	429
AT1G06780	GauT6	K13648	602
AT1G18580	GauT11	K13648	537
AT2G20810	GauT10	K13648	536
AT2G30575	Lgt5	K13648	610
AT2G38650	GauT7	K13648	619
AT2G46480	GauT2	K13648	528
AT3G01040	GauT13	K13648	533
AT3G02350	GauT9	K13648	561
AT3G25140	Qua1	K13648	559
AT3G58790	GauT15	K13648	540
AT3G61130	GauT1	K13648	673
AT4G38270	GauT3	K13648	680
AT5G15470	GauT14	K13648	532
AT5G47780	GauT4	K13648	616
AT5G54690	GauT12	K13648	535
AT1G53830	AtpMe2	K01051
AT2G47030	VgdH1	K01051	588
AT3G29090	Pme31	K01051	317
AT1G02790	Pga4	K01213
AT3G03250	Ugp	K00963
AT5G51820	Pgm	K01835	623
AT1G47840	Hxk3	K00844
AT1G50460	Hkl1	K00844
AT2G19860	Hxk2	K00844	502
AT3G20040	AthXk4	K00844
AT4G29130	Hxk1	K00844	496
AT4G37840	Hkl3	K00844
AT4G24620	Pgi1	K01810	613
AT1G05610	Aps2	K00975	476
AT1G27680	Apl2	K00975	518
AT2G21590	Apl4	K00975
AT4G39210	Apl3	K00975	521
AT5G19220	Apl1	K00975	522
AT5G48300	Adg1	K00975	520
AT3G01180	AtsS2	K00703
AT5G24300	Ssi1	K00703
AT2G36390	Sbe2.1	K00700	858
AT5G03650	Sbe2.2	K00700	805
AT3G46970	Phs2	K00688
AT4G25000	Amy1	K01176	423
AT4G17090	Ct-Bmy	K01177
AT2G40840	Dpe2	K00705	955
AT5G64860	Dpe1	K00705	576
AT3G54420	AteP3	K01183
AT1G05590	HexO2	K12373	580
AT1G65590	HexO3	K12373	535
AT3G55260	HexO1	K12373	541
AT5G18070	Drt101	K01836	556
AT5G17770	AtcBr	K00326
AT1G47840	Hxk3	K00844
AT1G50460	Hkl1	K00844
AT2G19860	Hxk2	K00844	502
AT3G20040	AthXk4	K00844
AT4G29130	Hxk1	K00844	496
AT4G37840	Hkl3	K00844
AT5G15770	AtgNa1	K00621
AT4G16130	Ara1	K12446	1039
AT5G52560	AtuSp	K12447
AT1G02730	AtcSld5	K00770
AT1G30620	Mur4	K12448	419
AT2G34850	Mee25	K12448
AT5G44480	Dur	K12448
AT1G08200	Axs2	K12449	389
AT2G27860	Axs1	K12449	389
AT4G24620	Pgi1	K01810	613
AT5G51820	Pgm	K01835	623
AT3G03250	Ugp	K00963
AT1G53500	Mum4	K12450	667
AT1G78570	Rhm1	K12450	669
AT3G14790	Rhm3	K12450	664
AT1G63000	Nrs/er	K12451	301
AT1G26570	Ugd1	K00012	481
AT4G33030	Sqd1	K06118	477
AT3G06580	GalK	K00849	496
AT1G12780	Uge1	K01784
AT1G63180	Uge3	K01784	351
AT1G64440	Rhd1	K01784	348
AT4G10960	Uge5	K01784
AT4G23920	Uge2	K01784
AT1G02000	Gae2	K08679	434
AT2G45310	Gae4	K08679	437
AT3G23820	Gae6	K08679	460
AT4G00110	Gae3	K08679	430
AT4G12250	Gae5	K08679	436
AT4G30440	Gae1	K08679	429
AT1G06780	GauT6	K13648	602
AT1G18580	GauT11	K13648	537
AT2G20810	GauT10	K13648	536
AT2G30575	Lgt5	K13648	610
AT2G38650	GauT7	K13648	619
AT2G46480	GauT2	K13648	528
AT3G01040	GauT13	K13648	533
AT3G02350	GauT9	K13648	561
AT3G25140	Qua1	K13648	559
AT3G58790	GauT15	K13648	540
AT3G61130	GauT1	K13648	673
AT4G38270	GauT3	K13648	680
AT5G15470	GauT14	K13648	532
AT5G47780	GauT4	K13648	616
AT5G54690	GauT12	K13648	535
AT2G45790	Pmm	K01840	246
AT2G39770	Cyt1	K00971	361
AT3G51160	Mur1	K01711	373
AT5G66280	Gmd1	K01711	361
AT1G67070	Din9	K01809	441
AT3G02570	Mee31	K01809	432
AT5G28840	Gme	K10046
AT1G17890	Ger2	K02377	328
AT1G73250	Ger1	K02377	585
AT1G05610	Aps2	K00975	476
AT1G27680	Apl2	K00975	518
AT2G21590	Apl4	K00975
AT4G39210	Apl3	K00975	521
AT5G19220	Apl1	K00975	522
AT5G48300	Adg1	K00975	520
AT1G24180	Iar4	K00161	393
AT5G50850	Mab1	K00162
AT3G52200	Lta3	K00627	713
AT1G48030	MtlPd1	K00382
AT3G16950	Lpd1	K00382	623
AT3G17240	MtlPd2	K00382
AT1G32440	Pkp3	K00873	571
AT3G22960	Pkp-alpha	K00873	596
AT2G38040	Cac3	K01962	769
AT5G16390	Cac1	K02160	280
AT5G35360	Cac2	K01961	555
AT1G36160	Acc1	K11262	2254
AT1G23800	AldH2b7	K00128	534
AT3G10850	Gly2	K01069	258
AT2G22780	PmdH1	K00026
AT3G47520	Mdh	K00026
AT5G09660	PmdH2	K00026	363
AT1G53310	AtpPc1	K01595
AT1G68750	AtpPc4	K01595
AT2G42600	AtpPc2	K01595
AT3G14940	AtpPc3	K01595
AT4G37870	Pck1	K01610
AT5G65690	Pck2	K01610	670
AT4G15530	PpdK	K01006	963
AT5G03860	Mls	K01638	562
AT5G48230	AcaT2	K00626
AT1G18500	MamL-4	K01649	631
AT1G74040	Ims1	K01649	631
AT5G23010	Mam1	K01649	506
AT5G23020	Ims2	K01649	503
AT3G21720	Icl	K01637	576
AT5G03860	Mls	K01638	562
AT2G22780	PmdH1	K00026
AT3G47520	Mdh	K00026
AT5G09660	PmdH2	K00026	363
AT2G42790	Csy3	K01647	509
AT2G44350	AtcS	K01647
AT3G58740	Csy1	K01647	480
AT3G58750	Csy2	K01647	514
AT3G60100	Csy5	K01647	464
ATCG00490	RbcL	K01601	479
AT1G67090	RbcS1a	K01602	136
AT5G14780	Fdh	K00122	550
AT5G48230	AcaT2	K00626
AT3G06810	Ibr3	K00249	824
AT4G13660	Prr2	K00224	317
AT4G16210	EchIa	K01692	265
AT5G65940	Chy1	K05605	378
AT2G38040	Cac3	K01962	769
AT5G16390	Cac1	K02160	280
AT5G35360	Cac2	K01961	555
AT1G36160	Acc1	K11262	2254
AT2G14170	AldH6b2	K00140	607
AT1G23800	AldH2b7	K00128	534
AT5G48230	AcaT2	K00626
AT4G16210	EchIa	K01692	265
AT1G79440	AldH5f1	K00135	528
AT1G65960	Gad2	K01580	494
AT2G02000	Gad3	K01580	500
AT2G02010	Gad4	K01580	493
AT3G17760	Gad5	K01580	494
AT5G17330	Gad	K01580	502
AT4G11820	Mva1	K01641	461
AT1G24180	Iar4	K00161	393
AT5G50850	Mab1	K00162
AT3G48560	Csr1	K01652	670
AT3G48560	Csr1	K01652	670
AT4G13430	Iil1	K01703	509
AT1G60490	AtvPs34	K00914
AT1G01460	PipK11	K00889
AT2G26420	Pip5k3	K00889	705
AT2G41210	Pip5k5	K00889	772
AT3G56960	Pip5k4	K00889	779
AT3G19420	AtpEn2	K01110
AT3G50110	AtpEn3	K01110
AT3G03530	Npc4	K01114	538
AT3G02870	Vtc4	K10047	271
AT1G68000	AtpIs1	K00999
AT4G38570	Pis2	K00999	225
AT2G22240	MipS2	K01858	380
AT4G39800	MipS1	K01858
AT5G10170	MipS3	K01858
AT5G63980	Sal1	K01082	407
AT1G14520	MioX1	K00469	311
AT2G19800	MioX2	K00469	317
AT4G26260	MioX4	K00469	317
AT5G56640	MioX5	K00469	314
AT2G14170	AldH6b2	K00140	607
AT2G21170	Tim	K01803	315
AT3G55440	Tpi	K01803
ArthCp079	NdhA	K05572	360
ArthCp068	NdhB	K05573	482
ArthCp027	NdhC	K05574	120
ArthCp074	NdhD	K05575	500
ArthCp076	NdhE	K05576	101
ArthCp071	NdhF	K05577	746
ArthCp077	NdhG	K05578	176
ArthCp080	NdhH	K05579	393
ArthCp078	NdhI	K05580	172
ArthCp025	NdhJ	K05581	158
ArthCp026	NdhK	K05582	225
ArthMp051	Nad4	K03881	495
ArthMp058	Nad4l	K03882	100
ArthMp006	Nad5	K03883	669
ArthMp024	Nad6	K03884	205
ArthMp043	Nad7	K03935	394
ArthMp007	Nad9	K03936	190
AT5G67590	Fro1	K03937	704
AT5G08530	Ci51	K03942
AT1G65290	MtaCp2	K03955	131
AT2G29990	Nda2	K03885	508
AT4G05020	Ndb2	K03885	619
AT4G21490	Ndb3	K03885	580
AT4G28220	Ndb1	K03885	571
AT2G18450	Sdh1-2	K00234	632
AT5G66760	Sdh1-1	K00234	634
AT3G27380	Sdh2-1	K00235	279
AT5G40650	Sdh2-2	K00235	280
AT5G65165	Sdh2-3	K00235	309
AT2G44520	Cox10	K02257	431
ArthMp065	Cox3	K02262	265
ArthMp109	Cox1	K02256	527
ArthMp015	Cox2	K02261	260
AT1G22450	Cox6b	K02267
AT5G56090	Cox15	K02259	457
AT3G15352	Cox17	K02260	74
ArthCp028	AtpE	K02114	132
ArthCp029	AtpB	K02112	498
AT1G15700	AtpC2	K02115	386
AT4G04640	AtpC1	K02115	373
ArthCp007	AtpA	K02111	507
AT4G09650	AtpD	K02113	234
ArthCp008	AtpF	K02109	184
ArthCp009	AtpH	K02110	81
ArthCp010	AtpI	K02108	249
ArthMp094	Atp9	K02128	85
ArthMp035	Atp6-1	K02126	385
ArthMp098	Atp6-2	K02126	349
AT3G52300	AtpQ	K02138	122
AT1G12840	Det3	K02148	375
AT1G78900	Vha-a	K02145	623
AT1G64200	Vha-e3	K02150	237
AT3G08560	Vha-e2	K02150	235
AT4G11150	Tuf	K02150	230
AT1G19910	Ava-p2	K02155	165
AT1G75630	Ava-p4	K02155	200
AT2G21410	Vha-a2	K02154	821
AT2G28520	Vha-a1	K02154	817
AT4G39080	Vha-a3	K02154	821
AT4G23710	Vag2	K02152	106
AT4G25950	VatG3	K02152
AT1G17260	Aha10	K01535	947
AT1G80660	Aha9	K01535	954
AT2G07560	Aha6	K01535	949
AT2G18960	Aha1	K01535	949
AT2G24520	Aha5	K01535	949
AT3G42640	Aha8	K01535	948
AT3G47950	Aha4	K01535	960
AT3G60330	Aha7	K01535	961
AT4G30190	Aha2	K01535	948
AT5G57350	Aha3	K01535	949
AT5G62670	Aha11	K01535	956
AT1G01050	AtpPa1	K01507
AT1G15690	Avp1	K01507	770
AT2G18230	AtpPa2	K01507
AT2G46860	AtpPa3	K01507
AT3G53620	AtpPa4	K01507
AT4G01480	AtpPa5	K01507
AT5G09650	AtpPa6	K01507
ArthCp002	PsbA	K02703	353
ArthCp049	PsbB	K02704	508
ArthCp018	PsbC	K02705	461
ArthCp017	PsbD	K02706	353
ArthCp039	PsbE	K02707	83
ArthCp038	PsbF	K02708	39
ArthCp052	PsbH	K02709	73
ArthCp006	PsbI	K02710	36
ArthCp036	PsbJ	K02711	40
ArthCp005	PsbK	K02712	61
ArthCp037	PsbL	K02713	38
ArthCp016	PsbM	K02714	34
AT3G50820	PsbO2	K02716	331
AT5G66570	PsbO1	K02716	332
AT1G06680	PsbP-1	K02717
AT2G30790	PsbP-2	K02717
AT3G55330	Ppl1	K02717	230
AT4G05180	PsbQ-2	K08901
AT4G21280	PsbQa	K08901	224
AT1G79040	PsbR	K03541	140
